cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
ortho_th54_ph90,ortho_th54,ortho,54.0,90.0,5,True,2,0.0020082160373565503,-3010.327334571847,0.0043,True
ortho_th54_ph108,ortho_th54,ortho,54.0,108.0,6,True,1,0.0029474004184656907,-3010.32491342469,0.0043,True
ortho_th54_ph126,ortho_th54,ortho,54.0,126.0,7,True,1,0.0028106848991641506,-3010.323837878822,0.0043,True
ortho_th54_ph144,ortho_th54,ortho,54.0,144.0,8,True,1,0.0023104284396456443,-3010.3250181499266,0.0043,True
ortho_th54_ph162,ortho_th54,ortho,54.0,162.0,9,True,1,0.000824161723131639,-3010.328183604919,0.0043,True
ortho_th54_ph180,ortho_th54,ortho,54.0,180.0,10,True,1,0.0012021177029886989,-3010.332345371595,0.0043,True
ortho_th54_ph198,ortho_th54,ortho,54.0,198.0,11,True,1,0.0010427025473071683,-3010.335717488191,0.0043,True
ortho_th54_ph216,ortho_th54,ortho,54.0,216.0,12,True,1,0.0007102974411478954,-3010.3371821165665,0.0043,True
ortho_th54_ph234,ortho_th54,ortho,54.0,234.0,13,True,1,0.0011881274457283448,-3010.336888888617,0.0043,True
ortho_th54_ph252,ortho_th54,ortho,54.0,252.0,14,True,2,0.002444021779704882,-3010.3357136607583,0.0043,True
ortho_th54_ph270,ortho_th54,ortho,54.0,270.0,15,True,1,0.003072020378342104,-3010.333925937753,0.0043,True
ortho_th54_ph288,ortho_th54,ortho,54.0,288.0,16,True,1,0.0035221959491832664,-3010.332368442091,0.0043,True
ortho_th54_ph306,ortho_th54,ortho,54.0,306.0,17,True,1,0.0029188311447600943,-3010.3315421394573,0.0043,True
ortho_th54_ph324,ortho_th54,ortho,54.0,324.0,18,True,1,0.0032295473085712867,-3010.332440399899,0.0043,True
ortho_th54_ph342,ortho_th54,ortho,54.0,342.0,19,True,1,0.0021998639921467066,-3010.3367153991967,0.0043,True
ortho_th63_ph0,ortho_th63,ortho,63.0,0.0,0,True,1,0.004087496803960531,-3010.335206947729,0.0043,True
ortho_th63_ph18,ortho_th63,ortho,63.0,18.0,1,True,1,0.004197536929292133,-3010.3359635811867,0.0043,True
ortho_th63_ph36,ortho_th63,ortho,63.0,36.0,2,True,1,0.0004621033773638319,-3010.3341007327135,0.0043,True
ortho_th63_ph54,ortho_th63,ortho,63.0,54.0,3,True,1,0.002031634397667143,-3010.3308890277026,0.0043,True
ortho_th63_ph72,ortho_th63,ortho,63.0,72.0,4,True,1,0.0010517737272566453,-3010.327538696974,0.0043,True
ortho_th63_ph90,ortho_th63,ortho,63.0,90.0,5,True,1,0.002033156787417958,-3010.3243133987503,0.0043,True
