theta	phi	energy
156.52173913043478	250.43478260869566	-3007.795626176035512
15.652173913043478	46.95652173913044	-3007.806592418140099
62.608695652173914	62.608695652173914	-3007.783636804357684
62.608695652173914	203.47826086956522	-3007.814788546369982
140.8695652173913	78.26086956521739	-3007.837235647167745
70.43478260869566	344.3478260869565	-3007.808350969983167
39.130434782608695	0.0	-3007.811693906819073
39.130434782608695	344.3478260869565	-3007.818164680418249
70.43478260869566	15.652173913043478	-3007.801978905446958
140.8695652173913	250.43478260869566	-3007.783662335450117
54.78260869565217	46.95652173913044	-3007.788474638217849
93.91304347826087	313.04347826086956	-3007.800931076681991
109.56521739130434	344.3478260869565	-3007.802084505151470
133.04347826086956	250.43478260869566	-3007.780569049855330
86.08695652173913	203.47826086956522	-3007.806131121774342
109.56521739130434	219.1304347826087	-3007.795456408957307
117.3913043478261	328.69565217391306	-3007.797773747395240
54.78260869565217	93.91304347826087	-3007.778032538577008
0.0	297.39130434782606	-3007.819266318420432
125.21739130434783	187.82608695652175	-3007.805111258335273
15.652173913043478	93.91304347826087	-3007.802830890608220
156.52173913043478	297.39130434782606	-3007.797878273600418
86.08695652173913	156.52173913043478	-3007.802612160747685
78.26086956521739	172.17391304347825	-3007.803416383544572
180.0	0.0	-3007.819266318421342
23.47826086956522	93.91304347826087	-3007.794743982087311
156.52173913043478	31.304347826086957	-3007.826768729690684
62.608695652173914	344.3478260869565	-3007.810844911132790
15.652173913043478	250.43478260869566	-3007.831224365250364
148.69565217391303	297.39130434782606	-3007.791909862727607
172.17391304347825	266.0869565217391	-3007.811201843991512
54.78260869565217	31.304347826086957	-3007.795503187550821
54.78260869565217	78.26086956521739	-3007.778254880725399
180.0	297.39130434782606	-3007.819266318423161
78.26086956521739	360.0	-3007.804473011640766
172.17391304347825	93.91304347826087	-3007.826286395279112
15.652173913043478	31.304347826086957	-3007.809767976931198
133.04347826086956	15.652173913043478	-3007.817352714713252
31.304347826086957	156.52173913043478	-3007.805873538339711
78.26086956521739	31.304347826086957	-3007.800352499995370
7.826086956521739	187.82608695652175	-3007.820158288209768
78.26086956521739	125.21739130434783	-3007.795055652639803
31.304347826086957	0.0	-3007.813710806464769
125.21739130434783	328.69565217391306	-3007.797663871339410
172.17391304347825	15.652173913043478	-3007.821143645345728
172.17391304347825	156.52173913043478	-3007.821659003821424
164.34782608695653	234.7826086956522	-3007.805294821548614
164.34782608695653	360.0	-3007.818323334252455
0.0	78.26086956521739	-3007.819266318421342
78.26086956521739	93.91304347826087	-3007.788573898763389
0.0	328.69565217391306	-3007.819266318424980
46.95652173913044	344.3478260869565	-3007.815954455742030
39.130434782608695	250.43478260869566	-3007.836360655490807
39.130434782608695	266.0869565217391	-3007.837590979379456
7.826086956521739	297.39130434782606	-3007.825391455482986
148.69565217391303	0.0	-3007.815168229564279
7.826086956521739	31.304347826086957	-3007.814716001971647
117.3913043478261	15.652173913043478	-3007.812207952094468
125.21739130434783	219.1304347826087	-3007.792004604108115
148.69565217391303	62.608695652173914	-3007.835257846308650
39.130434782608695	109.56521739130434	-3007.785133370197855
180.0	31.304347826086957	-3007.819266318419977
7.826086956521739	344.3478260869565	-3007.820687472362351
164.34782608695653	140.8695652173913	-3007.826408750229348
125.21739130434783	234.7826086956522	-3007.785094626556656
109.56521739130434	234.7826086956522	-3007.789825876787745
93.91304347826087	156.52173913043478	-3007.804619759835077
148.69565217391303	328.69565217391306	-3007.802791909147345
133.04347826086956	62.608695652173914	-3007.833032239095246
78.26086956521739	78.26086956521739	-3007.788979192351235
54.78260869565217	125.21739130434783	-3007.787642952707301
109.56521739130434	313.04347826086956	-3007.794108324915669
78.26086956521739	62.608695652173914	-3007.792175669335393
86.08695652173913	0.0	-3007.804078716609638
125.21739130434783	203.47826086956522	-3007.798873330786591
109.56521739130434	266.0869565217391	-3007.782805782419473
164.34782608695653	125.21739130434783	-3007.829096936834958
78.26086956521739	109.56521739130434	-3007.790929016854079
86.08695652173913	313.04347826086956	-3007.805343794701912
140.8695652173913	187.82608695652175	-3007.808302745454966
109.56521739130434	297.39130434782606	-3007.788510840971867
39.130434782608695	31.304347826086957	-3007.797748038692589
86.08695652173913	266.0869565217391	-3007.803249674935159
172.17391304347825	125.21739130434783	-3007.824841962432401
15.652173913043478	203.47826086956522	-3007.823850885684806
172.17391304347825	234.7826086956522	-3007.812475455020831
117.3913043478261	156.52173913043478	-3007.813057492698590
46.95652173913044	266.0869565217391	-3007.835516154886591
23.47826086956522	78.26086956521739	-3007.794870666175939
31.304347826086957	109.56521739130434	-3007.789982435662296
0.0	125.21739130434783	-3007.819266318423161
101.73913043478261	156.52173913043478	-3007.807117704104257
156.52173913043478	187.82608695652175	-3007.812947755283403
180.0	313.04347826086956	-3007.819266318424525
133.04347826086956	328.69565217391306	-3007.798366893891853
7.826086956521739	0.0	-3007.818649542279218
180.0	46.95652173913044	-3007.819266318421796
180.0	109.56521739130434	-3007.819266318420887
15.652173913043478	172.17391304347825	-3007.816392636539149
31.304347826086957	360.0	-3007.813710806463860
86.08695652173913	234.7826086956522	-3007.806060245028220
148.69565217391303	156.52173913043478	-3007.822807120165180
180.0	266.0869565217391	-3007.819266318420887
117.3913043478261	78.26086956521739	-3007.825880140567733
93.91304347826087	62.608695652173914	-3007.805187680281961
62.608695652173914	156.52173913043478	-3007.800179372024104
133.04347826086956	203.47826086956522	-3007.799572481252653
62.608695652173914	250.43478260869566	-3007.825462216753294
140.8695652173913	266.0869565217391	-3007.781990423907246
54.78260869565217	15.652173913043478	-3007.802077847756664
15.652173913043478	281.7391304347826	-3007.831533046471122
46.95652173913044	172.17391304347825	-3007.807957665577305
7.826086956521739	219.1304347826087	-3007.823769761334916
54.78260869565217	203.47826086956522	-3007.817763864372409
23.47826086956522	297.39130434782606	-3007.833221627876810
156.52173913043478	109.56521739130434	-3007.834382243885557
31.304347826086957	250.43478260869566	-3007.836508187069285
109.56521739130434	125.21739130434783	-3007.816242922678612
148.69565217391303	46.95652173913044	-3007.831601593561118
164.34782608695653	203.47826086956522	-3007.811571340439514
180.0	344.3478260869565	-3007.819266318423161
125.21739130434783	62.608695652173914	-3007.829521711418238
125.21739130434783	360.0	-3007.809049246372524
70.43478260869566	203.47826086956522	-3007.811756954545672
15.652173913043478	234.7826086956522	-3007.829553397894870
15.652173913043478	78.26086956521739	-3007.802937174575163
70.43478260869566	46.95652173913044	-3007.792707812614026
39.130434782608695	140.8695652173913	-3007.796714262267869
109.56521739130434	281.7391304347826	-3007.784174693084424
78.26086956521739	15.652173913043478	-3007.802728264355210
70.43478260869566	62.608695652173914	-3007.787111219765393
180.0	125.21739130434783	-3007.819266318421796
62.608695652173914	187.82608695652175	-3007.809672979758034
109.56521739130434	360.0	-3007.805720129448218
101.73913043478261	172.17391304347825	-3007.805273065285746
109.56521739130434	140.8695652173913	-3007.813415922201784
140.8695652173913	93.91304347826087	-3007.837419516138652
31.304347826086957	15.652173913043478	-3007.807249024505381
15.652173913043478	140.8695652173913	-3007.809042352797860
78.26086956521739	297.39130434782606	-3007.810924232186608
164.34782608695653	297.39130434782606	-3007.804869873670668
125.21739130434783	297.39130434782606	-3007.784317232106332
7.826086956521739	360.0	-3007.818649542278308
93.91304347826087	93.91304347826087	-3007.803195433218207
39.130434782608695	172.17391304347825	-3007.809938346135368
93.91304347826087	328.69565217391306	-3007.802261526008351
140.8695652173913	31.304347826086957	-3007.825598290990911
164.34782608695653	62.608695652173914	-3007.830505613503192
7.826086956521739	125.21739130434783	-3007.812813889262543
0.0	360.0	-3007.819266318420887
156.52173913043478	234.7826086956522	-3007.798399538820377
156.52173913043478	344.3478260869565	-3007.811653737202050
39.130434782608695	328.69565217391306	-3007.824192513083290
15.652173913043478	15.652173913043478	-3007.813467255232354
78.26086956521739	46.95652173913044	-3007.796704367330676
70.43478260869566	0.0	-3007.805286742911903
23.47826086956522	172.17391304347825	-3007.814300604193704
23.47826086956522	328.69565217391306	-3007.825822768385933
148.69565217391303	219.1304347826087	-3007.797775208677649
164.34782608695653	187.82608695652175	-3007.815418204024354
78.26086956521739	281.7391304347826	-3007.811087150230378
133.04347826086956	281.7391304347826	-3007.780225326368964
117.3913043478261	234.7826086956522	-3007.786596361791453
46.95652173913044	219.1304347826087	-3007.826352185811174
39.130434782608695	234.7826086956522	-3007.833166978116424
23.47826086956522	156.52173913043478	-3007.809031621227405
62.608695652173914	78.26086956521739	-3007.779727262526649
180.0	93.91304347826087	-3007.819266318424070
23.47826086956522	250.43478260869566	-3007.834782634717158
164.34782608695653	46.95652173913044	-3007.828387531150838
39.130434782608695	46.95652173913044	-3007.791016772529474
156.52173913043478	266.0869565217391	-3007.794573977494110
46.95652173913044	187.82608695652175	-3007.814222358876123
7.826086956521739	78.26086956521739	-3007.811307818606110
0.0	109.56521739130434	-3007.819266318421796
70.43478260869566	328.69565217391306	-3007.811706048598353
101.73913043478261	0.0	-3007.804683948681486
109.56521739130434	15.652173913043478	-3007.809689830264233
70.43478260869566	172.17391304347825	-3007.803857592214626
140.8695652173913	234.7826086956522	-3007.788062329847889
180.0	140.8695652173913	-3007.819266318422251
93.91304347826087	360.0	-3007.804139430975283
0.0	46.95652173913044	-3007.819266318423615
125.21739130434783	140.8695652173913	-3007.821391794196188
93.91304347826087	31.304347826086957	-3007.806641632506398
46.95652173913044	31.304347826086957	-3007.795969064781730
180.0	250.43478260869566	-3007.819266318422251
180.0	281.7391304347826	-3007.819266318422251
31.304347826086957	140.8695652173913	-3007.799781855748279
46.95652173913044	0.0	-3007.809754521678315
54.78260869565217	281.7391304347826	-3007.830607057017005
140.8695652173913	109.56521739130434	-3007.835557970472109
172.17391304347825	140.8695652173913	-3007.823421399102244
15.652173913043478	313.04347826086956	-3007.827844841272508
101.73913043478261	281.7391304347826	-3007.789441893672574
101.73913043478261	109.56521739130434	-3007.811030436949750
0.0	156.52173913043478	-3007.819266318423161
117.3913043478261	344.3478260869565	-3007.802490327606847
148.69565217391303	313.04347826086956	-3007.796907069928238
7.826086956521739	109.56521739130434	-3007.811761636168285
172.17391304347825	328.69565217391306	-3007.815186028431981
54.78260869565217	62.608695652173914	-3007.782110762847424
101.73913043478261	125.21739130434783	-3007.810654313430859
23.47826086956522	187.82608695652175	-3007.819535077052024
156.52173913043478	203.47826086956522	-3007.807543847056877
70.43478260869566	219.1304347826087	-3007.815617073086287
54.78260869565217	360.0	-3007.807989111350707
46.95652173913044	125.21739130434783	-3007.788100458445570
23.47826086956522	46.95652173913044	-3007.800325686745509
101.73913043478261	62.608695652173914	-3007.812134920217886
54.78260869565217	344.3478260869565	-3007.813446025120811
133.04347826086956	31.304347826086957	-3007.823485313221681
23.47826086956522	344.3478260869565	-3007.820959695411148
0.0	281.7391304347826	-3007.819266318423161
46.95652173913044	78.26086956521739	-3007.779174513040289
23.47826086956522	266.0869565217391	-3007.835745174572821
15.652173913043478	125.21739130434783	-3007.806063284555876
156.52173913043478	78.26086956521739	-3007.835449566020998
180.0	234.7826086956522	-3007.819266318421342
140.8695652173913	203.47826086956522	-3007.801286157585309
117.3913043478261	266.0869565217391	-3007.779108218333477
180.0	219.1304347826087	-3007.819266318422251
78.26086956521739	140.8695652173913	-3007.798804997542447
148.69565217391303	31.304347826086957	-3007.826756783229484
31.304347826086957	234.7826086956522	-3007.833606240232257
70.43478260869566	31.304347826086957	-3007.797914004334871
148.69565217391303	234.7826086956522	-3007.792466376277844
109.56521739130434	109.56521739130434	-3007.817949487821807
164.34782608695653	281.7391304347826	-3007.803230084697134
39.130434782608695	62.608695652173914	-3007.785567022084251
7.826086956521739	93.91304347826087	-3007.811243531303717
31.304347826086957	187.82608695652175	-3007.818201376453089
86.08695652173913	250.43478260869566	-3007.804306840012487
23.47826086956522	62.608695652173914	-3007.796815644371236
62.608695652173914	0.0	-3007.806477126169284
70.43478260869566	93.91304347826087	-3007.783069148125833
54.78260869565217	328.69565217391306	-3007.818787676118973
172.17391304347825	203.47826086956522	-3007.815634076999686
133.04347826086956	360.0	-3007.811089820198049
46.95652173913044	109.56521739130434	-3007.782243630950234
164.34782608695653	266.0869565217391	-3007.802731827554908
117.3913043478261	31.304347826086957	-3007.817338498215577
31.304347826086957	203.47826086956522	-3007.824029471432823
148.69565217391303	344.3478260869565	-3007.808982584695514
93.91304347826087	219.1304347826087	-3007.802608667122968
180.0	360.0	-3007.819266318421342
15.652173913043478	360.0	-3007.817388358310382
15.652173913043478	297.39130434782606	-3007.830141958912918
23.47826086956522	0.0	-3007.815670523969402
31.304347826086957	93.91304347826087	-3007.787698331685533
117.3913043478261	46.95652173913044	-3007.821802291922268
31.304347826086957	172.17391304347825	-3007.812088420620057
0.0	313.04347826086956	-3007.819266318424070
46.95652173913044	234.7826086956522	-3007.831210064349307
86.08695652173913	219.1304347826087	-3007.806867364181471
86.08695652173913	281.7391304347826	-3007.803434646774349
86.08695652173913	172.17391304347825	-3007.803521992704191
70.43478260869566	234.7826086956522	-3007.818140290769406
0.0	62.608695652173914	-3007.819266318422706
117.3913043478261	140.8695652173913	-3007.817550412021319
23.47826086956522	203.47826086956522	-3007.824483544630311
125.21739130434783	46.95652173913044	-3007.825835816847302
164.34782608695653	0.0	-3007.818323334249726
125.21739130434783	78.26086956521739	-3007.831348025965326
7.826086956521739	15.652173913043478	-3007.816608329524115
125.21739130434783	31.304347826086957	-3007.820649841630711
78.26086956521739	266.0869565217391	-3007.811321159286308
125.21739130434783	93.91304347826087	-3007.831306932094776
133.04347826086956	156.52173913043478	-3007.818934919001549
164.34782608695653	172.17391304347825	-3007.819343918576124
117.3913043478261	0.0	-3007.807209213637634
70.43478260869566	281.7391304347826	-3007.818476455071504
156.52173913043478	281.7391304347826	-3007.795371032105777
148.69565217391303	360.0	-3007.815168229564279
172.17391304347825	219.1304347826087	-3007.813872352844555
164.34782608695653	344.3478260869565	-3007.814467045082893
172.17391304347825	46.95652173913044	-3007.824483885080554
109.56521739130434	31.304347826086957	-3007.813782569030082
109.56521739130434	250.43478260869566	-3007.784895021037755
117.3913043478261	62.608695652173914	-3007.824670769489330
23.47826086956522	219.1304347826087	-3007.828878876729505
7.826086956521739	250.43478260869566	-3007.825964967250457
78.26086956521739	250.43478260869566	-3007.811855994148573
23.47826086956522	109.56521739130434	-3007.796429276228992
70.43478260869566	109.56521739130434	-3007.786040166083239
0.0	0.0	-3007.819266318422706
172.17391304347825	281.7391304347826	-3007.811431580599219
125.21739130434783	0.0	-3007.809049246372069
93.91304347826087	140.8695652173913	-3007.805306512052084
133.04347826086956	266.0869565217391	-3007.778643598026065
101.73913043478261	360.0	-3007.804683948681486
54.78260869565217	187.82608695652175	-3007.811919634731112
125.21739130434783	344.3478260869565	-3007.803416371247295
23.47826086956522	125.21739130434783	-3007.799666645314119
70.43478260869566	125.21739130434783	-3007.791321045838231
156.52173913043478	62.608695652173914	-3007.833762113921239
86.08695652173913	328.69565217391306	-3007.805002252190661
101.73913043478261	313.04347826086956	-3007.797114891428919
148.69565217391303	140.8695652173913	-3007.828183335000631
172.17391304347825	313.04347826086956	-3007.813513288475860
54.78260869565217	234.7826086956522	-3007.827902862471547
54.78260869565217	219.1304347826087	-3007.823382759021115
62.608695652173914	125.21739130434783	-3007.788781963307883
7.826086956521739	203.47826086956522	-3007.822084794475813
39.130434782608695	313.04347826086956	-3007.829593705089792
86.08695652173913	46.95652173913044	-3007.801478925364790
23.47826086956522	15.652173913043478	-3007.810223616823805
86.08695652173913	140.8695652173913	-3007.801764988635114
156.52173913043478	360.0	-3007.816938073946858
133.04347826086956	234.7826086956522	-3007.785558535500058
164.34782608695653	313.04347826086956	-3007.807465517258606
46.95652173913044	140.8695652173913	-3007.794989175491537
31.304347826086957	328.69565217391306	-3007.825583341091715
70.43478260869566	297.39130434782606	-3007.817223355140413
86.08695652173913	344.3478260869565	-3007.804321384771356
46.95652173913044	203.47826086956522	-3007.820457938948493
15.652173913043478	219.1304347826087	-3007.827031286216425
86.08695652173913	125.21739130434783	-3007.799732144352674
172.17391304347825	172.17391304347825	-3007.819678302672401
164.34782608695653	93.91304347826087	-3007.831850253239736
0.0	219.1304347826087	-3007.819266318421342
39.130434782608695	297.39130434782606	-3007.833939301481678
109.56521739130434	78.26086956521739	-3007.819140454600529
156.52173913043478	46.95652173913044	-3007.830774283978826
125.21739130434783	125.21739130434783	-3007.826058893368554
180.0	156.52173913043478	-3007.819266318421342
140.8695652173913	46.95652173913044	-3007.830945850226726
101.73913043478261	140.8695652173913	-3007.809257351140332
15.652173913043478	187.82608695652175	-3007.820229202540304
0.0	234.7826086956522	-3007.819266318422251
39.130434782608695	125.21739130434783	-3007.790307638813829
39.130434782608695	93.91304347826087	-3007.782304889053194
93.91304347826087	172.17391304347825	-3007.804156130533102
156.52173913043478	313.04347826086956	-3007.801735080899562
54.78260869565217	109.56521739130434	-3007.781467600384076
62.608695652173914	360.0	-3007.806477126171103
140.8695652173913	360.0	-3007.813174457299738
0.0	344.3478260869565	-3007.819266318423615
172.17391304347825	360.0	-3007.819145913163084
180.0	328.69565217391306	-3007.819266318419523
109.56521739130434	203.47826086956522	-3007.800069571947915
101.73913043478261	15.652173913043478	-3007.807424322241332
54.78260869565217	156.52173913043478	-3007.800592418509495
148.69565217391303	250.43478260869566	-3007.788827049304473
7.826086956521739	313.04347826086956	-3007.824181435605624
180.0	62.608695652173914	-3007.819266318421342
0.0	15.652173913043478	-3007.819266318420432
133.04347826086956	93.91304347826087	-3007.835296919477969
23.47826086956522	234.7826086956522	-3007.832414731636618
117.3913043478261	125.21739130434783	-3007.821485665204364
46.95652173913044	360.0	-3007.809754521677860
46.95652173913044	297.39130434782606	-3007.831688880727597
172.17391304347825	31.304347826086957	-3007.822965315152032
93.91304347826087	344.3478260869565	-3007.803006357767117
133.04347826086956	297.39130434782606	-3007.784930808260015
133.04347826086956	140.8695652173913	-3007.824640536679453
7.826086956521739	140.8695652173913	-3007.814309372975458
62.608695652173914	313.04347826086956	-3007.819643266881030
109.56521739130434	62.608695652173914	-3007.818761242207529
86.08695652173913	109.56521739130434	-3007.797043241590472
62.608695652173914	281.7391304347826	-3007.825125128574655
148.69565217391303	125.21739130434783	-3007.832685158182812
23.47826086956522	140.8695652173913	-3007.804023221610805
78.26086956521739	219.1304347826087	-3007.811267610421964
31.304347826086957	62.608695652173914	-3007.790393771120762
109.56521739130434	156.52173913043478	-3007.809984956757489
