theta,phi,E_el,E_el_uncoupled,E_ph,E_blc,E_dse,E_total
0.0,60.67415730337079,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,64.71910112359551,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,68.76404494382022,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,72.80898876404494,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,76.85393258426967,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,80.89887640449439,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,84.9438202247191,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,88.98876404494382,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,93.03370786516854,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,97.07865168539325,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,101.12359550561798,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,105.1685393258427,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,109.21348314606742,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
0.0,113.25842696629213,-435.82492318920356,-435.8249426837174,0.03307877544842229,-4.8518720614896136e-05,0.00012466942037000597,-435.79176826305587
