cell_id,group_id,isomer,theta,phi,chain_index,opt_converged,attempts,final_gnorm,E_opt_hartree,conv_threshold,qed_ccsd_input_written
para_th72_ph18,para_th72,para,72.0,18.0,1,True,1,0.0006781016235428735,-3010.3166634184645,0.002,True
para_th72_ph36,para_th72,para,72.0,36.0,2,True,1,0.0007112109673768137,-3010.3200628886957,0.002,True
para_th72_ph54,para_th72,para,72.0,54.0,3,True,1,0.0007179762432669732,-3010.3263259972296,0.002,True
para_th72_ph72,para_th72,para,72.0,72.0,4,True,1,0.0007194490503446439,-3010.3331223094665,0.002,True
para_th72_ph90,para_th72,para,72.0,90.0,5,True,1,0.0007156976311102512,-3010.336818361655,0.002,True
para_th72_ph108,para_th72,para,72.0,108.0,6,True,1,0.0009825947785481312,-3010.3355829657867,0.002,True
para_th72_ph126,para_th72,para,72.0,126.0,7,True,2,0.001719402589443471,-3010.330719298432,0.002,True
para_th72_ph144,para_th72,para,72.0,144.0,8,True,3,0.0012684694899122355,-3010.3255330305433,0.002,True
para_th72_ph162,para_th72,para,72.0,162.0,9,True,2,0.0016407015735773534,-3010.3229435863136,0.002,True
para_th72_ph180,para_th72,para,72.0,180.0,10,True,1,0.0016975489983350287,-3010.3218964931507,0.002,True
para_th72_ph198,para_th72,para,72.0,198.0,11,True,2,0.0012969637039740949,-3010.322246566026,0.002,True
para_th72_ph216,para_th72,para,72.0,216.0,12,True,1,0.0017381055708475185,-3010.3244594234984,0.002,True
para_th72_ph234,para_th72,para,72.0,234.0,13,True,1,0.0004101401470209546,-3010.3294014389066,0.002,True
para_th72_ph252,para_th72,para,72.0,252.0,14,True,1,0.0012088319855489986,-3010.335090555614,0.002,True
para_th72_ph270,para_th72,para,72.0,270.0,15,True,1,0.0006262875106869585,-3010.33667767924,0.002,True
para_th72_ph288,para_th72,para,72.0,288.0,16,True,1,0.0014017143145138786,-3010.333215679116,0.002,True
para_th72_ph306,para_th72,para,72.0,306.0,17,True,2,0.0012479337243243517,-3010.326556416902,0.002,True
para_th72_ph324,para_th72,para,72.0,324.0,18,True,1,0.0017127604490032144,-3010.3201188093662,0.002,True
para_th72_ph342,para_th72,para,72.0,342.0,19,True,1,0.0005214504432424179,-3010.316712467511,0.002,True
para_th81_ph0,para_th81,para,81.0,0.0,0,True,1,0.0002620952264156777,-3010.3148094262187,0.002,True
para_th81_ph18,para_th81,para,81.0,18.0,1,True,1,0.0012419795798171845,-3010.315741837481,0.002,True
para_th81_ph36,para_th81,para,81.0,36.0,2,True,1,0.0004514986930951994,-3010.318951320693,0.002,True
para_th81_ph54,para_th81,para,81.0,54.0,3,True,1,0.0019302469716474765,-3010.325702164811,0.002,True
para_th81_ph72,para_th81,para,81.0,72.0,4,True,1,0.0008666058795163069,-3010.332846088122,0.002,True
para_th81_ph90,para_th81,para,81.0,90.0,5,True,1,0.00023796170604816074,-3010.336047491204,0.002,True
para_th81_ph108,para_th81,para,81.0,108.0,6,True,1,0.0004180821166352701,-3010.3337098815223,0.002,True
para_th81_ph126,para_th81,para,81.0,126.0,7,True,1,0.0012953971530376973,-3010.327315796275,0.002,True
para_th81_ph144,para_th81,para,81.0,144.0,8,True,2,0.0011459882306401612,-3010.3207964431417,0.002,True
para_th81_ph162,para_th81,para,81.0,162.0,9,True,1,0.0018327286521815887,-3010.318250041746,0.002,True
para_th81_ph180,para_th81,para,81.0,180.0,10,True,1,0.0004335672466816082,-3010.3184445349007,0.002,True
para_th81_ph198,para_th81,para,81.0,198.0,11,True,1,0.0014550814069508415,-3010.317834078146,0.002,True
para_th81_ph216,para_th81,para,81.0,216.0,12,True,4,0.0011530133732826691,-3010.3237887052187,0.002,True
para_th81_ph234,para_th81,para,81.0,234.0,13,True,1,0.001091072977303007,-3010.330141933917,0.002,True
para_th81_ph252,para_th81,para,81.0,252.0,14,True,1,0.00038513949354060617,-3010.336022889419,0.002,True
para_th81_ph270,para_th81,para,81.0,270.0,15,True,1,0.0009878651288330704,-3010.337564412734,0.002,True
para_th81_ph288,para_th81,para,81.0,288.0,16,True,1,0.0018625723015209782,-3010.333436290729,0.002,True
para_th81_ph306,para_th81,para,81.0,306.0,17,True,3,0.0012278520990456013,-3010.326206997277,0.002,True
para_th81_ph324,para_th81,para,81.0,324.0,18,True,1,0.0013961045827832641,-3010.3194345152842,0.002,True
para_th81_ph342,para_th81,para,81.0,342.0,19,True,1,0.00025898375993705616,-3010.315850587895,0.002,True
para_th90_ph0,para_th90,para,90.0,0.0,0,True,1,0.0003062017415777778,-3010.3158314999096,0.002,True
para_th90_ph18,para_th90,para,90.0,18.0,1,True,1,0.0018774382123501966,-3010.3160423136487,0.002,True
para_th90_ph36,para_th90,para,90.0,36.0,2,True,2,0.00119660782113481,-3010.319242487593,0.002,True
para_th90_ph54,para_th90,para,90.0,54.0,3,True,2,0.0011207436933735335,-3010.327060132524,0.002,True
para_th90_ph72,para_th90,para,90.0,72.0,4,True,1,0.001237508652378409,-3010.3337758291163,0.002,True
para_th90_ph90,para_th90,para,90.0,90.0,5,True,1,8.882586359132702e-05,-3010.336281548383,0.002,True
para_th90_ph108,para_th90,para,90.0,108.0,6,True,1,0.001043574289453244,-3010.3330373476374,0.002,True
para_th90_ph126,para_th90,para,90.0,126.0,7,True,1,0.0003919089908268517,-3010.3259762738803,0.002,True
para_th90_ph144,para_th90,para,90.0,144.0,8,True,1,0.0008032787687255417,-3010.3190219199437,0.002,True
para_th90_ph162,para_th90,para,90.0,162.0,9,True,1,0.0004514123644576523,-3010.3158842118087,0.002,True
